Player,MIN,FGM/FGA,FG%,FTM/FTA,FT%,3:00 PM,REB,AST,STL,BLK,TO,PTS,FG%_zscore,FT%_zscore,3:00 PM_zscore,REB_zscore,AST_zscore,STL_zscore,BLK_zscore,TO_zscore,PTS_zscore,TO_zscore_inverted,Total_ZScore,Rank
Jordan Walsh BosSF,21.5,3.5/7.0,0.5,0.0/0.0,0.0,1.5,5.5,1.0,1.0,0.0,0.0,8.5,0.22843934739482874,-1.7335112823934338,0.2661378071190504,0.7828754614625821,-0.6435198233120337,0.5015729289554668,-0.7908885994666479,-1.3687974198571329,-0.09207469316153587,1.3687974198571329,-0.11217143354459047,77
Duncan Robinson DetSF,34.0,4.3/9.3,0.464,1.0/1.7,0.6,3.0,4.0,0.7,0.0,0.0,1.0,12.7,-0.0018840358548028878,-0.08312673108142117,1.7416637445477994,0.1232853500649209,-0.8086201347493813,-1.2268919213561835,-0.7908885994666479,-0.15159076717457629,0.6899890157514608,0.15159076717457629,-0.20488254496967953,78
"Kyle Kuzma MilPF, SF",21.7,7.0/12.3,0.568,3.3/4.0,0.833,1.0,3.0,0.3,0.0,0.3,1.3,18.3,0.6634946268663552,0.5577726030114103,-0.2257041720238659,-0.3164413908668533,-1.0287538833325114,-1.2268919213561835,-0.148455833454703,0.21357122863019076,1.7327406276354567,-0.21357122863019076,-0.20581057215108592,79
"Jordan Clarkson NYSG, SF",17.0,3.8/7.3,0.517,1.5/1.5,1.0,1.8,0.5,1.5,0.3,0.3,1.0,10.8,0.33720316726271055,1.0171296364599207,0.5612429946048002,-1.4157582431962887,-0.36835263758312103,-0.7083524662626884,-0.148455833454703,-0.15159076717457629,0.3361982902908196,0.15159076717457629,-0.2375543247039741,80
"Buddy Hield GSSG, SF",16.3,2.7/5.3,0.5,1.0/1.0,1.0,1.7,1.3,2.7,0.7,0.0,1.3,8.0,0.22843934739482874,1.0171296364599207,0.4628745987762169,-1.0639768504508693,0.2920486081662694,-0.01696652613802837,-0.7908885994666479,0.21357122863019076,-0.18517751565117835,-0.21357122863019076,-0.270088529539679,81
Julian Champagnie SASF,31.0,3.5/9.0,0.389,2.5/4.0,0.625,2.0,6.0,0.5,1.5,0.0,2.5,11.5,-0.4817244176248692,-0.014360708110087252,0.7579797862619667,1.0027388319284694,-0.9186870090409464,1.3658053541112918,-0.7908885994666479,1.6742192118492587,0.4665422417763189,-1.6742192118492587,-0.2868137320137625,82
Ben Sheppard IndSG,24.3,2.8/7.0,0.393,1.0/1.3,0.8,1.0,3.8,2.0,0.5,0.3,0.5,7.5,-0.4561329305971323,0.46700145268924986,-0.2257041720238659,0.03534000187856599,-0.0931854518542084,-0.3626594962003583,-0.148455833454703,-0.7601940935158545,-0.2782803381408208,0.7601940935158545,-0.30188267418741843,83
"Naji Marshall DalSF, PF",23.7,3.0/7.0,0.429,1.0/1.3,0.75,0.7,3.0,2.3,1.3,0.0,1.0,7.7,-0.22580954734750067,0.32946940674658204,-0.5208093595096157,-0.3164413908668533,0.07191485958313909,1.0201123840489619,-0.7908885994666479,-0.15159076717457629,-0.2410392091449638,0.15159076717457629,-0.521900688782322,84
Cole Anthony MilPG,20.0,3.3/7.0,0.476,1.0/1.7,0.6,1.0,3.3,4.3,0.7,0.3,2.0,8.7,0.07489042522840743,-0.08312673108142117,-0.2257041720238659,-0.1845233685873211,1.1725836024987897,-0.01696652613802837,-0.148455833454703,1.0656158855079803,-0.054833564165679013,-1.0656158855079803,-0.5317520532318017,85
Mouhamed Gueye AtlPF,14.0,2.0/3.3,0.6,0.7/1.0,0.667,0.3,4.0,0.0,0.0,1.0,0.3,5.0,0.8682265230882502,0.10116621048175374,-0.9142829428239486,0.1232853500649209,-1.1938541947698589,-1.2268919213561835,1.350553953906502,-1.003635424052366,-0.7437944505890332,1.003635424052366,-0.6319560479452313,86
Miles McBride NYPG,21.8,3.3/7.5,0.433,0.0/0.0,0.0,1.8,3.0,3.0,1.0,0.0,0.3,8.3,-0.20021806031976377,-1.7335112823934338,0.5612429946048002,-0.3164413908668533,0.45714891960361687,0.5015729289554668,-0.7908885994666479,-1.003635424052366,-0.12931582215739273,1.003635424052366,-0.6467748879878417,87
Drew Eubanks SacC,18.0,4.7/5.3,0.875,1.3/2.7,0.5,0.0,3.0,0.3,0.3,0.7,1.7,10.7,2.62764125624516,-0.35819082296675653,-1.2093881303096985,-0.3164413908668533,-1.0287538833325114,-0.7083524662626884,0.7081211878945568,0.7004538897032133,0.31757772579289084,-0.7004538897032133,-0.668240413509114,88
Luke Kennard AtlSG,26.3,3.0/6.0,0.5,2.0/2.0,1.0,1.0,2.0,1.3,1.3,0.0,1.7,9.0,0.22843934739482874,1.0171296364599207,-0.2257041720238659,-0.7561681317986274,-0.47841951187468607,1.0201123840489619,-0.7908885994666479,0.7004538897032133,0.0010281293281065994,-0.7004538897032133,-0.6849248076352227,89
"Cameron Johnson DenSF, PF",28.0,3.7/9.7,0.379,1.0/1.3,0.75,1.0,3.7,1.3,0.3,0.3,0.3,9.3,-0.5457031351942114,0.32946940674658204,-0.2257041720238659,-0.008632672214611272,-0.47841951187468607,-0.7083524662626884,-0.148455833454703,-1.003635424052366,0.056889822821892214,1.003635424052366,-0.7252731374039258,90
Collin Murray-Boyles TorPF,22.0,3.3/7.3,0.455,1.0/1.0,1.0,0.0,4.7,1.7,1.0,0.0,1.3,7.7,-0.05946488166721089,1.0171296364599207,-1.2093881303096985,0.4310940687171629,-0.258285763291556,0.5015729289554668,-0.7908885994666479,0.21357122863019076,-0.2410392091449638,-0.21357122863019076,-0.8228411783777174,91
"Keldon Johnson SASF, PF",24.0,6.0/9.0,0.667,3.0/4.5,0.667,0.5,2.0,1.5,0.5,0.0,1.5,15.5,1.296883930802843,0.10116621048175374,-0.7175461511667822,-0.7561681317986274,-0.36835263758312103,-0.3626594962003583,-0.7908885994666479,0.457012559166702,1.2113648216934587,-0.457012559166702,-0.8432126124041834,92
Nique Clifford SacSG,22.7,2.7/6.0,0.444,0.3/0.7,0.5,1.0,2.3,2.0,0.3,0.7,0.3,6.7,-0.12984147099348733,-0.35819082296675653,-0.2257041720238659,-0.6242501095190953,-0.0931854518542084,-0.7083524662626884,0.7081211878945568,-1.003635424052366,-0.42724485412424873,1.003635424052366,-0.855012735797428,93
Bobby Portis MilPF,19.7,3.3/8.0,0.417,0.7/0.7,1.0,1.3,5.7,1.7,0.0,0.0,1.3,8.7,-0.3025840084307113,1.0171296364599207,0.06940101546188393,0.870820809648937,-0.258285763291556,-1.2268919213561835,-0.7908885994666479,0.21357122863019076,-0.054833564165679013,-0.21357122863019076,-0.8897036237702267,94
Reed Sheppard HouSG,17.0,3.7/6.7,0.55,0.0/0.3,0.0,2.3,2.0,2.3,0.7,0.0,0.7,9.7,0.5483329352415398,-1.7335112823934338,1.0530849737477164,-0.7561681317986274,0.07191485958313909,-0.01696652613802837,-0.7908885994666479,-0.5167527629793434,0.1313720808136059,0.5167527629793434,-0.9760769274313932,95
Tyrese Martin BknSF,25.3,3.3/9.0,0.37,0.7/1.7,0.4,2.0,3.3,2.7,0.3,0.3,1.0,9.3,-0.6032839810066194,-0.633254914852092,0.7579797862619667,-0.1845233685873211,0.2920486081662694,-0.7083524662626884,-0.148455833454703,-0.15159076717457629,0.056889822821892214,0.15159076717457629,-1.0193615797387194,96
Noah Clowney BknPF,25.7,3.7/8.3,0.44,1.3/2.0,0.667,2.0,5.0,1.3,0.7,0.0,2.3,10.7,-0.15543295802122423,0.10116621048175374,0.7579797862619667,0.563012090996695,-0.47841951187468607,-0.01696652613802837,-0.7908885994666479,1.4307778813127472,0.31757772579289084,-1.4307778813127472,-1.1327496632800276,97
"Lindy Waters III SASG, SF",14.0,2.0/2.0,1.0,0.0/0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,6.0,3.4273752258619368,-1.7335112823934338,0.7579797862619667,-1.1958948727304017,-1.1938541947698589,-1.2268919213561835,-0.7908885994666479,-1.3687974198571329,-0.5575888056097482,1.3687974198571329,-1.1444772443452376,98
Tristan da Silva OrlSF,23.5,4.5/8.0,0.563,0.0/0.0,0.0,2.0,3.0,1.5,1.5,0.0,2.0,11.0,0.6315052680816841,-1.7335112823934338,0.7579797862619667,-0.3164413908668533,-0.36835263758312103,1.3658053541112918,-0.7908885994666479,1.0656158855079803,0.37343941928667646,-1.0656158855079803,-1.1460799680764175,99
Pat Spencer GSPG,14.0,2.5/6.0,0.417,1.0/1.0,1.0,0.5,2.0,2.5,1.0,0.0,1.0,6.5,-0.3025840084307113,1.0171296364599207,-0.7175461511667822,-0.7561681317986274,0.18198173387470423,0.5015729289554668,-0.7908885994666479,-0.15159076717457629,-0.46448598312010575,0.15159076717457629,-1.1793978075182066,100
Keon Ellis SacSG,19.3,2.0/3.7,0.545,0.0/0.0,0.0,2.0,2.0,1.0,1.3,0.0,0.3,6.0,0.5163435764568688,-1.7335112823934338,0.7579797862619667,-0.7561681317986274,-0.6435198233120337,1.0201123840489619,-0.7908885994666479,-1.003635424052366,-0.5575888056097482,1.003635424052366,-1.183605471760328,101
"Walter Clayton Jr. UtahSG, PG",14.8,1.8/3.8,0.467,0.8/0.8,1.0,0.8,1.3,4.0,0.5,0.0,1.0,5.0,0.01730957941599978,1.0171296364599207,-0.42244096368103234,-1.0639768504508693,1.0074832910614422,-0.3626594962003583,-0.7908885994666479,-0.15159076717457629,-0.7437944505890332,0.15159076717457629,-1.190247086276002,102
"Bruce Brown DenSG, SF",23.3,3.0/7.3,0.409,0.7/1.0,0.667,1.0,4.0,1.7,0.7,0.3,1.3,7.7,-0.3537669824861851,0.10116621048175374,-0.2257041720238659,0.1232853500649209,-0.258285763291556,-0.01696652613802837,-0.148455833454703,0.21357122863019076,-0.2410392091449638,-0.21357122863019076,-1.2333381546228184,103
"Jordan Goodwin PhxPG, SG",18.0,2.0/5.3,0.381,0.5/0.5,1.0,1.3,2.8,1.5,0.8,0.3,1.5,5.8,-0.532907391680343,1.0171296364599207,0.06940101546188393,-0.4043867390532082,-0.36835263758312103,0.1558799588931368,-0.148455833454703,0.457012559166702,-0.5948299346056052,-0.457012559166702,-1.263534484728741,104
Landry Shamet NYSG,17.5,2.0/5.0,0.4,1.0/1.3,0.8,1.8,2.0,0.3,0.3,0.3,0.3,6.8,-0.41134782829859273,0.46700145268924986,0.5612429946048002,-0.7561681317986274,-1.0287538833325114,-0.7083524662626884,-0.148455833454703,-1.003635424052366,-0.4086242896263203,1.003635424052366,-1.429822561427027,105
Khris Middleton WshSF,20.0,2.0/4.0,0.5,0.0/2.0,0.0,2.0,3.0,2.0,0.0,1.0,1.0,6.0,0.22843934739482874,-1.7335112823934338,0.7579797862619667,-0.3164413908668533,-0.0931854518542084,-1.2268919213561835,1.350553953906502,-0.15159076717457629,-0.5575888056097482,0.15159076717457629,-1.4390549973425537,106
Justin Champagnie WshSF,13.7,2.0/3.3,0.6,1.3/1.7,0.8,0.7,3.3,0.3,0.3,0.0,0.3,6.0,0.8682265230882502,0.46700145268924986,-0.5208093595096157,-0.1845233685873211,-1.0287538833325114,-0.7083524662626884,-0.7908885994666479,-1.003635424052366,-0.5575888056097482,1.003635424052366,-1.4520530829386666,107
"John Collins LACPF, C",23.0,5.3/10.0,0.525,2.0/2.8,0.727,1.5,3.5,0.8,0.5,0.3,2.8,14.0,0.38838614131818433,0.26620466561295486,0.2661378071190504,-0.09657802040096619,-0.7535866976035988,-0.3626594962003583,-0.148455833454703,2.039381207654025,0.9320563542245313,-2.039381207654025,-1.5478762870389307,108
"Peyton Watson DenSF, PF",19.0,1.0/5.0,0.2,2.0/2.7,0.75,0.0,5.0,1.7,1.0,1.0,1.3,4.0,-1.6909221796854361,0.32946940674658204,-1.2093881303096985,0.563012090996695,-0.258285763291556,0.5015729289554668,1.350553953906502,0.21357122863019076,-0.9300000955683181,-0.21357122863019076,-1.557559016879954,109
Bronny James LALPG,14.0,1.0/3.7,0.273,0.7/0.7,1.0,0.3,0.7,2.7,1.3,0.0,0.0,3.0,-1.2238775414292382,1.0171296364599207,-0.9142829428239486,-1.327812895009934,0.2920486081662694,1.0201123840489619,-0.7908885994666479,-1.3687974198571329,-1.116205740547603,1.3687974198571329,-1.6749796707450866,110
"Gradey Dick TorSG, SF",15.7,2.3/4.0,0.583,2.0/2.7,0.75,1.3,1.7,0.0,0.0,0.0,0.0,8.0,0.7594627032203685,0.32946940674658204,0.06940101546188393,-0.8880861540781598,-1.1938541947698589,-1.2268919213561835,-0.7908885994666479,-1.3687974198571329,-0.18517751565117835,1.3687974198571329,-1.7577678400360615,111
"Kentavious Caldwell-Pope MemSG, SF",25.0,2.0/8.0,0.25,2.5/3.0,0.833,1.0,2.3,2.5,0.8,0.5,1.5,7.5,-1.3710285918387253,0.5577726030114103,-0.2257041720238659,-0.6242501095190953,0.18198173387470423,0.1558799588931368,0.279832677219927,0.457012559166702,-0.2782803381408208,-0.457012559166702,-1.7808087976900309,112
"CJ McCollum WshSG, PG",20.7,2.7/10.3,0.258,0.3/0.3,1.0,1.3,2.3,2.3,0.7,0.0,1.0,7.0,-1.3198456177832516,1.0171296364599207,0.06940101546188393,-0.6242501095190953,0.07191485958313909,-0.01696652613802837,-0.7908885994666479,-0.15159076717457629,-0.3713831606304633,0.15159076717457629,-1.8132977348579666,113
Tre Johnson WshSG,23.3,3.0/8.7,0.346,1.0/1.0,1.0,1.0,2.7,0.7,0.3,1.0,2.0,8.0,-0.7568329031730407,1.0171296364599207,-0.2257041720238659,-0.44835941314638544,-0.8086201347493813,-0.7083524662626884,1.350553953906502,1.0656158855079803,-0.18517751565117835,-1.0656158855079803,-1.8309789001480978,114
Kris Murray PorPF,23.3,2.3/5.0,0.467,0.3/0.7,0.5,0.3,3.0,1.7,1.3,0.3,1.3,5.3,0.01730957941599978,-0.35819082296675653,-0.9142829428239486,-0.3164413908668533,-0.258285763291556,1.0201123840489619,-0.148455833454703,0.21357122863019076,-0.6879327570952477,-0.21357122863019076,-1.8597387756642942,115
Charles Bassey MemC,15.0,1.5/4.0,0.375,0.5/1.5,0.333,0.0,7.5,1.0,0.5,0.5,0.5,3.5,-0.5712946222219483,-0.8175478564152666,-1.2093881303096985,1.6623289433261306,-0.6435198233120337,-0.3626594962003583,0.279832677219927,-0.7601940935158545,-1.0231029180579605,0.7601940935158545,-1.9251571324553538,116
Dru Smith MiaPG,15.7,2.0/4.3,0.462,0.0/0.0,0.0,0.7,1.3,3.0,1.7,0.3,1.0,4.7,-0.014679779368671332,-1.7335112823934338,-0.5208093595096157,-1.0639768504508693,0.45714891960361687,1.711498324173622,-0.148455833454703,-0.15159076717457629,-0.7996561440828186,0.15159076717457629,-1.9608512383082963,117
Nick Smith Jr. LALSG,17.0,5.5/8.0,0.688,0.0/0.0,0.0,2.5,0.5,3.0,0.5,0.0,2.5,13.5,1.431239237698461,-1.7335112823934338,1.2498217654048829,-1.4157582431962887,0.45714891960361687,-0.3626594962003583,-0.7908885994666479,1.6742192118492587,0.8389535317348888,-1.6742192118492587,-1.9998733786641378,118
Oso Ighodaro PhxPF,16.3,1.5/3.3,0.462,0.5/0.5,1.0,0.0,3.5,1.3,0.5,0.8,1.8,3.5,-0.014679779368671332,1.0171296364599207,-1.2093881303096985,-0.09657802040096619,-0.47841951187468607,-0.3626594962003583,0.922265443231872,0.8221745549714691,-1.0231029180579605,-0.8221745549714691,-2.067607331492017,119
Simone Fontecchio MiaSF,17.3,2.7/7.7,0.348,1.3/1.7,0.8,1.7,2.3,0.7,0.7,0.3,1.7,8.3,-0.7440371596591723,0.46700145268924986,0.4628745987762169,-0.6242501095190953,-0.8086201347493813,-0.01696652613802837,-0.148455833454703,0.7004538897032133,-0.12931582215739273,-0.7004538897032133,-2.2422234239155197,120
Brandon Williams DalPG,14.7,2.7/6.0,0.444,2.0/3.3,0.6,0.7,1.0,1.0,2.0,0.0,2.0,8.0,-0.12984147099348733,-0.08312673108142117,-0.5208093595096157,-1.1958948727304017,-0.6435198233120337,2.230037779267117,-0.7908885994666479,1.0656158855079803,-0.18517751565117835,-1.0656158855079803,-2.3848364789856493,121
Lonzo BallO ClePG,25.3,2.0/6.0,0.333,0.0/0.0,0.0,1.3,4.0,5.3,1.0,0.3,2.3,5.3,-0.8400052360131853,-1.7335112823934338,0.06940101546188393,0.1232853500649209,1.722917973956615,0.5015729289554668,-0.148455833454703,1.4307778813127472,-0.6879327570952477,-1.4307778813127472,-2.4235057218304306,122
Sam Hauser BosSF,22.8,1.3/6.5,0.192,0.3/0.5,0.5,1.3,3.0,2.3,0.8,0.3,0.5,4.0,-1.7421051537409098,-0.35819082296675653,0.06940101546188393,-0.3164413908668533,0.07191485958313909,0.1558799588931368,-0.148455833454703,-0.7601940935158545,-0.9300000955683181,0.7601940935158545,-2.4378033691435266,123
"Corey Kispert WshSF, SG",14.3,3.0/5.3,0.563,1.0/1.3,0.75,1.3,0.7,1.7,0.0,0.0,1.0,8.3,0.6315052680816841,0.32946940674658204,0.06940101546188393,-1.327812895009934,-0.258285763291556,-1.2268919213561835,-0.7908885994666479,-0.15159076717457629,-0.12931582215739273,0.15159076717457629,-2.5512285438169875,124
Jaylen Wells MemSG,23.5,3.8/11.0,0.341,0.3/0.8,0.333,1.0,5.3,1.5,0.0,0.0,0.3,8.8,-0.7888222619577115,-0.8175478564152666,-0.2257041720238659,0.6949301132762272,-0.36835263758312103,-1.2268919213561835,-0.7908885994666479,-1.003635424052366,-0.036212999667750254,1.003635424052366,-2.555854911141954,125
"Klay Thompson DalSG, SF",19.7,3.3/8.3,0.4,0.0/0.0,0.0,2.3,3.3,2.3,0.3,0.3,1.7,9.0,-0.41134782829859273,-1.7335112823934338,1.0530849737477164,-0.1845233685873211,0.07191485958313909,-0.7083524662626884,-0.148455833454703,0.7004538897032133,0.0010281293281065994,-0.7004538897032133,-2.76061670604099,126
Kevon Looney NOC,15.3,1.7/4.7,0.357,0.3/0.7,0.5,0.0,4.3,2.0,0.0,1.0,1.0,3.7,-0.6864563138467643,-0.35819082296675653,-1.2093881303096985,0.25520337234445306,-0.0931854518542084,-1.2268919213561835,1.350553953906502,-0.15159076717457629,-0.9858617890621035,0.15159076717457629,-2.8026263359701837,127
Adem Bona PhiC,16.3,1.0/2.3,0.444,0.5/1.3,0.4,0.0,3.5,0.0,0.8,1.0,1.0,2.5,-0.12984147099348733,-0.633254914852092,-1.2093881303096985,-0.09657802040096619,-1.1938541947698589,0.1558799588931368,1.350553953906502,-0.15159076717457629,-1.2093085630372455,0.15159076717457629,-2.8142006143891334,128
Kyle Filipowski UtahPF,16.3,2.0/5.5,0.364,1.3/1.8,0.714,0.5,3.8,1.3,0.3,0.5,1.5,5.8,-0.6416712115482247,0.2304463336678612,-0.7175461511667822,0.03534000187856599,-0.47841951187468607,-0.7083524662626884,0.279832677219927,0.457012559166702,-0.5948299346056052,-0.457012559166702,-3.0522128218583346,129
"Luguentz DortDTD OKCSG, SF",15.0,2.0/4.0,0.5,1.0/2.0,0.5,1.0,3.0,0.0,0.0,0.0,0.0,6.0,0.22843934739482874,-0.35819082296675653,-0.2257041720238659,-0.3164413908668533,-1.1938541947698589,-1.2268919213561835,-0.7908885994666479,-1.3687974198571329,-0.5575888056097482,1.3687974198571329,-3.0723231398079527,130
Taylor Hendricks UtahPF,15.5,1.5/4.0,0.375,0.5/0.5,1.0,0.5,4.3,0.5,0.0,0.0,0.5,4.0,-0.5712946222219483,1.0171296364599207,-0.7175461511667822,0.25520337234445306,-0.9186870090409464,-1.2268919213561835,-0.7908885994666479,-0.7601940935158545,-0.9300000955683181,0.7601940935158545,-3.1227812965005985,131
KJ Simpson ChaPG,15.0,2.5/5.5,0.455,1.5/2.0,0.75,1.0,3.5,2.0,0.5,0.0,2.5,7.5,-0.05946488166721089,0.32946940674658204,-0.2257041720238659,-0.09657802040096619,-0.0931854518542084,-0.3626594962003583,-0.7908885994666479,1.6742192118492587,-0.2782803381408208,-1.6742192118492587,-3.251510764856755,132
"Kyle Anderson UtahSF, PF",18.5,2.5/5.0,0.5,1.5/2.5,0.6,0.0,1.5,2.5,0.5,0.0,1.0,6.5,0.22843934739482874,-0.08312673108142117,-1.2093881303096985,-0.9760315022645145,0.18198173387470423,-0.3626594962003583,-0.7908885994666479,-0.15159076717457629,-0.46448598312010575,0.15159076717457629,-3.3245685939986362,133
Craig Porter Jr. CleSG,20.0,1.3/3.7,0.364,0.0/0.7,0.0,0.3,4.3,2.7,0.7,0.7,1.3,3.0,-0.6416712115482247,-1.7335112823934338,-0.9142829428239486,0.25520337234445306,0.2920486081662694,-0.01696652613802837,0.7081211878945568,0.21357122863019076,-1.116205740547603,-0.21357122863019076,-3.3808357636761497,134
Walker KesslerO UtahC,29.0,2.0/5.0,0.4,0.0/0.0,0.0,0.0,13.0,1.0,1.0,0.0,3.0,4.0,-0.41134782829859273,-1.7335112823934338,-1.2093881303096985,4.080826018450889,-0.6435198233120337,0.5015729289554668,-0.7908885994666479,2.282822538190537,-0.9300000955683181,-2.282822538190537,-3.419079350132906,135
Egor Demin BknPG,16.3,1.0/4.7,0.214,0.0/0.0,0.0,0.3,1.7,2.7,1.7,0.7,1.0,2.3,-1.6013519750883574,-1.7335112823934338,-0.9142829428239486,-0.8880861540781598,0.2920486081662694,1.711498324173622,0.7081211878945568,-0.15159076717457629,-1.2465496920331025,0.15159076717457629,-3.520523159007977,136
Luke Travers CleSG,15.0,0.0/5.0,0.0,2.0/2.0,1.0,0.0,5.0,2.0,0.0,1.0,1.0,2.0,-2.9704965310722793,1.0171296364599207,-1.2093881303096985,0.563012090996695,-0.0931854518542084,-1.2268919213561835,1.350553953906502,-0.15159076717457629,-1.302411385526888,0.15159076717457629,-3.7200869715815634,137
"Kevin Love UtahPF, C",15.0,0.7/2.7,0.25,2.0/2.7,0.75,0.3,5.0,3.7,0.0,0.0,1.3,3.7,-1.3710285918387253,0.32946940674658204,-0.9142829428239486,0.563012090996695,0.8423829796240947,-1.2268919213561835,-0.7908885994666479,0.21357122863019076,-0.9858617890621035,-0.21357122863019076,-3.767660595810428,138
Duop Reath PorC,13.5,2.0/3.5,0.571,0.0/0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,6.0,0.6826882421371578,-1.7335112823934338,0.7579797862619667,-1.6356216136621757,-0.6435198233120337,-1.2268919213561835,-0.7908885994666479,-1.3687974198571329,-0.5575888056097482,1.3687974198571329,-3.7785565975439646,139
Day'Ron Sharpe BknC,14.7,0.7/2.7,0.25,1.7/3.3,0.5,0.0,5.3,1.0,1.0,0.3,1.3,3.0,-1.3710285918387253,-0.35819082296675653,-1.2093881303096985,0.6949301132762272,-0.6435198233120337,0.5015729289554668,-0.148455833454703,0.21357122863019076,-1.116205740547603,-0.21357122863019076,-3.8638571288280166,140
Rob Dillingham MinPG,16.0,2.0/6.0,0.333,1.3/1.7,0.8,0.3,1.0,3.0,1.0,0.0,2.0,5.7,-0.8400052360131853,0.46700145268924986,-0.9142829428239486,-1.1958948727304017,0.45714891960361687,0.5015729289554668,-0.7908885994666479,1.0656158855079803,-0.6134504991035337,-1.0656158855079803,-3.994414734397364,141
Nikola Jovic MiaPF,22.0,2.0/6.3,0.316,2.3/3.3,0.7,0.7,3.3,3.0,0.0,0.0,1.7,7.0,-0.9487690558810671,0.19193736080391421,-0.5208093595096157,-0.1845233685873211,0.45714891960361687,-1.2268919213561835,-0.7908885994666479,0.7004538897032133,-0.3713831606304633,-0.7004538897032133,-4.09463307472698,142
RayJ Dennis IndPG,14.0,1.3/6.8,0.185,0.3/0.3,1.0,0.5,1.5,1.8,0.3,0.3,0.8,3.3,-1.7868902560394495,1.0171296364599207,-0.7175461511667822,-0.9760315022645145,-0.20325232614577343,-0.7083524662626884,-0.148455833454703,-0.39503209771108755,-1.0603440470538175,0.39503209771108755,-4.18871084821672,143
"Ace Bailey UtahSF, PF",19.8,2.5/6.5,0.385,1.3/1.5,0.833,0.0,3.5,1.3,0.5,0.0,1.8,6.3,-0.5073159046526061,0.5577726030114103,-1.2093881303096985,-0.09657802040096619,-0.47841951187468607,-0.3626594962003583,-0.7908885994666479,0.8221745549714691,-0.5017271121159628,-0.8221745549714691,-4.211378726980985,144
Elijah Harkless UtahSG,14.3,1.3/3.3,0.4,0.3/0.3,1.0,0.7,0.7,1.0,0.3,0.0,1.0,3.7,-0.41134782829859273,1.0171296364599207,-0.5208093595096157,-1.327812895009934,-0.6435198233120337,-0.7083524662626884,-0.7908885994666479,-0.15159076717457629,-0.9858617890621035,0.15159076717457629,-4.2198723572871195,145
"Caris LeVertDTD DetSG, SF",19.0,2.3/6.0,0.389,0.7/1.3,0.5,1.0,1.3,1.7,1.0,0.0,2.0,6.3,-0.4817244176248692,-0.35819082296675653,-0.2257041720238659,-1.0639768504508693,-0.258285763291556,0.5015729289554668,-0.7908885994666479,1.0656158855079803,-0.5017271121159628,-1.0656158855079803,-4.244540694493041,146
"Hugo Gonzalez BosSF, SG",14.3,2.0/4.5,0.444,0.0/0.0,0.0,0.8,2.3,1.0,0.5,0.0,0.5,4.8,-0.12984147099348733,-1.7335112823934338,-0.42244096368103234,-0.6242501095190953,-0.6435198233120337,-0.3626594962003583,-0.7908885994666479,-0.7601940935158545,-0.7810355795848901,0.7601940935158545,-4.727953231635124,147
Vit Krejci AtlPG,14.0,2.0/4.0,0.5,0.0/0.0,0.0,1.0,1.5,1.0,0.0,0.0,0.0,5.0,0.22843934739482874,-1.7335112823934338,-0.2257041720238659,-0.9760315022645145,-0.6435198233120337,-1.2268919213561835,-0.7908885994666479,-1.3687974198571329,-0.7437944505890332,1.3687974198571329,-4.74310498415375,148
"Ochai Agbaji TorSF, SG",12.7,1.0/2.7,0.375,0.3/0.7,0.5,0.0,3.0,0.7,0.3,0.3,0.7,2.3,-0.5712946222219483,-0.35819082296675653,-1.2093881303096985,-0.3164413908668533,-0.8086201347493813,-0.7083524662626884,-0.148455833454703,-0.5167527629793434,-1.2465496920331025,0.5167527629793434,-4.850540329885789,149
Johnny FurphyO IndSG,18.0,1.5/3.0,0.5,0.0/0.0,0.0,1.0,3.0,0.0,1.0,0.0,1.5,4.0,0.22843934739482874,-1.7335112823934338,-0.2257041720238659,-0.3164413908668533,-1.1938541947698589,0.5015729289554668,-0.7908885994666479,0.457012559166702,-0.9300000955683181,-0.457012559166702,-4.9174000179053845,150
Jaylen Clark MinSG,17.3,1.7/3.7,0.455,0.0/1.3,0.0,0.3,2.3,0.7,0.7,0.0,0.3,3.7,-0.05946488166721089,-1.7335112823934338,-0.9142829428239486,-0.6242501095190953,-0.8086201347493813,-0.01696652613802837,-0.7908885994666479,-1.003635424052366,-0.9858617890621035,1.003635424052366,-4.930210841767483,151
"Bradley Beal LACSF, SG",20.3,3.3/10.0,0.333,0.7/1.3,0.5,1.3,1.0,1.7,0.3,0.0,2.0,8.7,-0.8400052360131853,-0.35819082296675653,0.06940101546188393,-1.1958948727304017,-0.258285763291556,-0.7083524662626884,-0.7908885994666479,1.0656158855079803,-0.054833564165679013,-1.0656158855079803,-5.202666194943011,152
Jalen Wilson BknPF,17.0,1.3/4.0,0.333,1.7/2.3,0.714,0.7,0.7,0.3,0.0,0.0,0.3,5.0,-0.8400052360131853,0.2304463336678612,-0.5208093595096157,-1.327812895009934,-1.0287538833325114,-1.2268919213561835,-0.7908885994666479,-1.003635424052366,-0.7437944505890332,1.003635424052366,-5.244874587556883,153
"Al Horford GSC, PF",21.0,1.0/6.0,0.167,0.0/0.0,0.0,0.0,6.5,1.5,1.0,0.0,1.0,2.0,-1.902051947664265,-1.7335112823934338,-1.2093881303096985,1.2226022023943564,-0.36835263758312103,0.5015729289554668,-0.7908885994666479,-0.15159076717457629,-1.302411385526888,0.15159076717457629,-5.430838084419655,154
